n50_seed-8340,1.70000007749,2.18999993801
n50_seed-8794,1.45000013709,1.9999999404
n50_seed-2773,1.58000019193,2.40000000596
n50_seed-967,2.01000005007,2.83000010252
n50_seed-2368,2.38999986649,2.87999996543
nlw50_seed-8340,1.75,2.58999988437
nlw50_seed-8794,1.25000017881,1.98000004888
nlw50_seed-2773,1.69000005722,2.44000008702
nlw50_seed-967,1.78999990225,2.75000008941
nlw50_seed-2368,1.54999998212,2.27000001073
ladder50_seed-8340,4.64999988675,71.7300009169
ladder50_seed-8794,4.69000020623,66.9900010228
ladder50_seed-2773,4.6099999547,75.780000817
ladder50_seed-967,8.30000016093,58.4400012419
ladder50_seed-2368,5.75000011921,70.0700009502
c50_seed-8340,6.04000011086,6.59000006318
c50_seed-8794,2.01000010967,2.50000014901
c50_seed-2773,2.06999999285,2.48000001907
c50_seed-967,1.98000016809,2.57999998331
c50_seed-2368,2.14000031352,2.51000007987
clw50_seed-8340,3.32999998331,3.74999991059
clw50_seed-8794,1.9699999094,2.2999997735
clw50_seed-2773,1.60000011325,1.99999988079
clw50_seed-967,10.1400007904,10.520000428
clw50_seed-2368,1.67000007629,1.69000005722
vat50_seed-8340,52.6500014737,55.3200012445
vat50_seed-8794,41.0800019503,44.6200016886
vat50_seed-2773,59.460001491,67.8600010909
vat50_seed-967,81.6000006534,84.2000004966
vat50_seed-2368,47.660001874,49.8000015318
